1753566856749,2773,Homepage,200,OK,Moderate Load 2-1,text,true,,14697,119,3,5,http://localhost:3000/,2618,0,39
1753566857802,1738,Homepage,200,OK,Moderate Load 2-2,text,true,,14697,119,3,5,http://localhost:3000/,1566,0,2
1753566856749,2799,Homepage,200,OK,Light Load 1-1,text,true,,14697,119,2,5,http://localhost:3000/,2618,0,39
1753566858996,744,Homepage,200,OK,Moderate Load 2-3,text,true,,14697,119,4,6,http://localhost:3000/,732,0,1
1753566859592,317,Homepage,200,OK,Light Load 1-2,text,true,,14697,119,2,6,http://localhost:3000/,211,0,1
1753566860207,1504,Homepage,200,OK,Moderate Load 2-4,text,true,,14697,119,5,7,http://localhost:3000/,1495,0,1
1753566861434,327,Homepage,200,OK,Moderate Load 2-5,text,true,,14697,119,5,7,http://localhost:3000/,320,0,2
1753566860042,2330,API - Products,500,Internal Server Error,Moderate Load 2-1,text,false,,316,131,6,9,http://localhost:3000/api/products,2330,0,0
1753566860049,2334,API - Products,500,Internal Server Error,Light Load 1-1,text,false,,316,131,3,9,http://localhost:3000/api/products,2334,0,0
1753566862584,67,Homepage,200,OK,Light Load 1-3,text,true,,14697,119,3,9,http://localhost:3000/,59,0,2
1753566862606,110,Homepage,200,OK,Moderate Load 2-6,text,true,,14697,119,6,9,http://localhost:3000/,102,0,1
1753566862886,509,Main Bundle,404,Not Found,Light Load 1-1,text,false,,14703,136,3,10,http://localhost:3000/static/js/main.js,503,0,0
1753566862886,515,Main Bundle,404,Not Found,Moderate Load 2-1,text,false,,14703,136,7,9,http://localhost:3000/static/js/main.js,505,0,0
1753566863800,71,Homepage,200,OK,Moderate Load 2-7,text,true,,14697,119,6,8,http://localhost:3000/,65,0,0
1753566864996,51,Homepage,200,OK,Moderate Load 2-8,text,true,,14697,119,7,9,http://localhost:3000/,45,0,0
1753566865597,51,Homepage,200,OK,Light Load 1-4,text,true,,14697,119,3,10,http://localhost:3000/,46,0,1
1753566866206,52,Homepage,200,OK,Moderate Load 2-9,text,true,,14697,119,8,11,http://localhost:3000/,47,0,1
1753566867407,50,Homepage,200,OK,Moderate Load 2-10,text,true,,14697,119,9,12,http://localhost:3000/,45,0,1
1753566868602,57,Homepage,200,OK,Light Load 1-5,text,true,,14697,119,4,14,http://localhost:3000/,51,0,1
1753566868617,94,Homepage,200,OK,Moderate Load 2-11,text,true,,14697,119,10,14,http://localhost:3000/,88,0,1
1753566869802,58,Homepage,200,OK,Moderate Load 2-12,text,true,,14697,119,11,15,http://localhost:3000/,52,0,1
1753566871008,71,Homepage,200,OK,Moderate Load 2-13,text,true,,14697,119,12,16,http://localhost:3000/,58,0,1
1753566871605,159,Homepage,200,OK,Light Load 1-6,text,true,,14697,119,5,18,http://localhost:3000/,141,0,6
1753566872210,59,Homepage,200,OK,Moderate Load 2-14,text,true,,14697,119,13,18,http://localhost:3000/,51,0,1
1753566862210,10350,API - Products,500,Internal Server Error,Moderate Load 2-4,text,false,,316,131,13,18,http://localhost:3000/api/products,10350,0,0
1753566860253,12313,API - Products,500,Internal Server Error,Moderate Load 2-3,text,false,,316,131,13,18,http://localhost:3000/api/products,12313,0,0
1753566862261,10311,API - Products,500,Internal Server Error,Moderate Load 2-5,text,false,,316,131,13,18,http://localhost:3000/api/products,10311,0,0
1753566860042,12536,API - Products,500,Internal Server Error,Moderate Load 2-2,text,false,,316,131,13,18,http://localhost:3000/api/products,12535,0,0
